plot_id	year	period	height_class	species	rubbing_damage_perc	subplot_id	approx_nr_regeneration_ha	mean_number_of_regeneration_ha	lci_number_of_regeneration_ha	uci_number_of_regeneration_ha
11000	2000	1	NA	NA	NA	155511	0	0	0	0
11000	2000	1	NA	NA	NA	155512	0	0	0	0
11000	2000	1	NA	NA	NA	155513	0	0	0	0
11000	2000	1	NA	NA	NA	155514	0	0	0	0
11000	2000	1	NA	NA	NA	155515	0	0	0	0
11000	2000	1	NA	NA	NA	155521	0	0	0	0
11000	2000	1	NA	NA	NA	155522	0	0	0	0
11000	2000	1	NA	NA	NA	155523	0	0	0	0
11000	2000	1	NA	NA	NA	155524	0	0	0	0
11000	2000	1	5000	7	NA	155525	100	100.000000005	100	100.00000001
11000	2000	1	5000	16	NA	155531	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	155532	0	0	0	0
11000	2000	1	NA	NA	NA	155533	0	0	0	0
11000	2000	1	5000	7	NA	155534	300	300.000000005	300	300.00000001
11000	2000	1	5000	7	NA	155535	200	200.000000005	200	200.00000001
11000	2000	1	NA	NA	NA	155541	0	0	0	0
11000	2000	1	NA	NA	NA	155542	0	0	0	0
11000	2000	1	NA	NA	NA	155543	0	0	0	0
11000	2000	1	5000	7	NA	155544	100	100.000000005	100	100.00000001
11000	2000	1	5000	27	NA	155544	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	155545	0	0	0	0
11000	2000	1	NA	NA	NA	155551	0	0	0	0
11000	2000	1	5000	7	NA	155552	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	155553	0	0	0	0
11000	2000	1	NA	NA	NA	155554	0	0	0	0
11000	2000	1	NA	NA	NA	155555	0	0	0	0
11000	2000	1	NA	NA	NA	156011	0	0	0	0
11000	2000	1	NA	NA	NA	156012	0	0	0	0
11000	2000	1	NA	NA	NA	156013	0	0	0	0
11000	2000	1	NA	NA	NA	156014	0	0	0	0
11000	2000	1	5000	7	NA	156015	400	400.000000005	400	400.00000001
11000	2000	1	NA	NA	NA	156021	0	0	0	0
11000	2000	1	NA	NA	NA	156022	0	0	0	0
11000	2000	1	5000	7	NA	156023	100	100.000000005	100	100.00000001
11000	2000	1	5000	14	NA	156023	100	100.000000005	100	100.00000001
11000	2000	1	5000	7	NA	156024	100	100.000000005	100	100.00000001
11000	2000	1	5000	7	NA	156025	100	100.000000005	100	100.00000001
11000	2000	1	5000	7	NA	156031	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	156032	0	0	0	0
11000	2000	1	5000	7	NA	156033	100	100.000000005	100	100.00000001
11000	2000	1	5000	7	NA	156034	200	200.000000005	200	200.00000001
11000	2000	1	NA	NA	NA	156035	0	0	0	0
11000	2000	1	NA	NA	NA	156041	0	0	0	0
11000	2000	1	NA	NA	NA	156042	0	0	0	0
11000	2000	1	NA	NA	NA	156043	0	0	0	0
11000	2000	1	NA	NA	NA	156044	0	0	0	0
11000	2000	1	NA	NA	NA	156045	0	0	0	0
11000	2000	1	NA	NA	NA	156051	0	0	0	0
11000	2000	1	NA	NA	NA	156052	0	0	0	0
11000	2000	1	NA	NA	NA	156053	0	0	0	0
11000	2000	1	NA	NA	NA	156054	0	0	0	0
11000	2000	1	NA	NA	NA	156055	0	0	0	0
11000	2000	1	NA	NA	NA	156511	0	0	0	0
11000	2000	1	NA	NA	NA	156512	0	0	0	0
11000	2000	1	NA	NA	NA	156513	0	0	0	0
11000	2000	1	NA	NA	NA	156514	0	0	0	0
11000	2000	1	NA	NA	NA	156515	0	0	0	0
11000	2000	1	NA	NA	NA	156521	0	0	0	0
11000	2000	1	NA	NA	NA	156522	0	0	0	0
11000	2000	1	3000	7	NA	156523	900	900.000000005	900	900.00000001
11000	2000	1	5000	7	NA	156524	100	100.000000005	100	100.00000001
11000	2000	1	4000	7	NA	156525	100	100.000000005	100	100.00000001
11000	2000	1	5000	4	NA	156531	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	156532	0	0	0	0
11000	2000	1	5000	7	NA	156533	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	156534	0	0	0	0
11000	2000	1	NA	NA	NA	156535	0	0	0	0
11000	2000	1	5000	7	NA	156541	100	100.000000005	100	100.00000001
11000	2000	1	3000	7	NA	156542	700	700.000000005	700	700.00000001
11000	2000	1	5000	16	NA	156543	200	200.000000005	200	200.00000001
11000	2000	1	NA	NA	NA	156544	0	0	0	0
11000	2000	1	NA	NA	NA	156545	0	0	0	0
11000	2000	1	NA	NA	NA	156551	0	0	0	0
11000	2000	1	5000	16	NA	156552	300	300.000000005	300	300.00000001
11000	2000	1	5000	7	NA	156553	100	100.000000005	100	100.00000001
11000	2000	1	5000	16	NA	156553	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	156554	0	0	0	0
11000	2000	1	NA	NA	NA	156555	0	0	0	0
11000	2000	1	NA	NA	NA	205511	0	0	0	0
11000	2000	1	NA	NA	NA	205512	0	0	0	0
11000	2000	1	NA	NA	NA	205513	0	0	0	0
11000	2000	1	NA	NA	NA	205514	0	0	0	0
11000	2000	1	NA	NA	NA	205515	0	0	0	0
11000	2000	1	4000	7	NA	205521	200	200.000000005	200	200.00000001
11000	2000	1	NA	NA	NA	205522	0	0	0	0
11000	2000	1	NA	NA	NA	205523	0	0	0	0
11000	2000	1	NA	NA	NA	205524	0	0	0	0
11000	2000	1	4000	7	NA	205525	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	205531	0	0	0	0
11000	2000	1	NA	NA	NA	205532	0	0	0	0
11000	2000	1	NA	NA	NA	205533	0	0	0	0
11000	2000	1	NA	NA	NA	205534	0	0	0	0
11000	2000	1	NA	NA	NA	205535	0	0	0	0
11000	2000	1	NA	NA	NA	205541	0	0	0	0
11000	2000	1	NA	NA	NA	205542	0	0	0	0
11000	2000	1	NA	NA	NA	205543	0	0	0	0
11000	2000	1	NA	NA	NA	205544	0	0	0	0
11000	2000	1	NA	NA	NA	205545	0	0	0	0
11000	2000	1	NA	NA	NA	205551	0	0	0	0
11000	2000	1	4000	7	NA	205552	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	205553	0	0	0	0
11000	2000	1	NA	NA	NA	205554	0	0	0	0
11000	2000	1	NA	NA	NA	205555	0	0	0	0
11000	2000	1	NA	NA	NA	206011	0	0	0	0
11000	2000	1	NA	NA	NA	206012	0	0	0	0
11000	2000	1	NA	NA	NA	206013	0	0	0	0
11000	2000	1	NA	NA	NA	206014	0	0	0	0
11000	2000	1	NA	NA	NA	206015	0	0	0	0
11000	2000	1	4000	6	NA	206021	100	100.000000005	100	100.00000001
11000	2000	1	4000	7	NA	206021	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	206022	0	0	0	0
11000	2000	1	NA	NA	NA	206023	0	0	0	0
11000	2000	1	NA	NA	NA	206024	0	0	0	0
11000	2000	1	NA	NA	NA	206025	0	0	0	0
11000	2000	1	NA	NA	NA	206031	0	0	0	0
11000	2000	1	NA	NA	NA	206032	0	0	0	0
11000	2000	1	NA	NA	NA	206033	0	0	0	0
11000	2000	1	NA	NA	NA	206034	0	0	0	0
11000	2000	1	NA	NA	NA	206035	0	0	0	0
11000	2000	1	NA	NA	NA	206041	0	0	0	0
11000	2000	1	5000	7	NA	206042	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	206043	0	0	0	0
11000	2000	1	3000	7	NA	206044	100	100.000000005	100	100.00000001
11000	2000	1	3000	77	NA	206044	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	206045	0	0	0	0
11000	2000	1	NA	NA	NA	206051	0	0	0	0
11000	2000	1	NA	NA	NA	206052	0	0	0	0
11000	2000	1	NA	NA	NA	206053	0	0	0	0
11000	2000	1	NA	NA	NA	206054	0	0	0	0
11000	2000	1	5000	7	NA	206055	100	100.000000005	100	100.00000001
11000	2000	1	5000	7	NA	206511	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	206512	0	0	0	0
11000	2000	1	NA	NA	NA	206513	0	0	0	0
11000	2000	1	NA	NA	NA	206514	0	0	0	0
11000	2000	1	NA	NA	NA	206515	0	0	0	0
11000	2000	1	NA	NA	NA	206521	0	0	0	0
11000	2000	1	NA	NA	NA	206522	0	0	0	0
11000	2000	1	5000	7	NA	206523	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	206524	0	0	0	0
11000	2000	1	NA	NA	NA	206525	0	0	0	0
11000	2000	1	5000	7	NA	206531	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	206532	0	0	0	0
11000	2000	1	NA	NA	NA	206533	0	0	0	0
11000	2000	1	4000	7	NA	206534	100	100.000000005	100	100.00000001
11000	2000	1	4000	7	NA	206535	500	500.000000005	500	500.00000001
11000	2000	1	5000	7	NA	206541	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	206542	0	0	0	0
11000	2000	1	NA	NA	NA	206543	0	0	0	0
11000	2000	1	NA	NA	NA	206544	0	0	0	0
11000	2000	1	4000	7	NA	206545	300	300.000000005	300	300.00000001
11000	2000	1	NA	NA	NA	206551	0	0	0	0
11000	2000	1	NA	NA	NA	206552	0	0	0	0
11000	2000	1	NA	NA	NA	206553	0	0	0	0
11000	2000	1	NA	NA	NA	206554	0	0	0	0
11000	2000	1	NA	NA	NA	206555	0	0	0	0
11000	2000	1	NA	NA	NA	207011	0	0	0	0
11000	2000	1	NA	NA	NA	207012	0	0	0	0
11000	2000	1	NA	NA	NA	207013	0	0	0	0
11000	2000	1	NA	NA	NA	207014	0	0	0	0
11000	2000	1	4000	7	NA	207015	400	400.000000005	400	400.00000001
11000	2000	1	4000	7	NA	207021	300	300.000000005	300	300.00000001
11000	2000	1	4000	7	NA	207022	500	500.000000005	500	500.00000001
11000	2000	1	4000	7	NA	207023	900	900.000000005	900	900.00000001
11000	2000	1	4000	7	NA	207024	600	600.000000005	600	600.00000001
11000	2000	1	NA	NA	NA	207025	0	0	0	0
11000	2000	1	NA	NA	NA	207031	0	0	0	0
11000	2000	1	4000	7	NA	207032	500	500.000000005	500	500.00000001
11000	2000	1	4000	7	NA	207033	400	400.000000005	400	400.00000001
11000	2000	1	NA	NA	NA	207034	0	0	0	0
11000	2000	1	4000	7	NA	207035	100	100.000000005	100	100.00000001
11000	2000	1	4000	7	NA	207041	400	400.000000005	400	400.00000001
11000	2000	1	NA	NA	NA	207042	0	0	0	0
11000	2000	1	4000	7	NA	207043	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	207044	0	0	0	0
11000	2000	1	4000	7	NA	207045	500	500.000000005	500	500.00000001
11000	2000	1	NA	NA	NA	207051	0	0	0	0
11000	2000	1	NA	NA	NA	207052	0	0	0	0
11000	2000	1	NA	NA	NA	207053	0	0	0	0
11000	2000	1	NA	NA	NA	207054	0	0	0	0
11000	2000	1	NA	NA	NA	207055	0	0	0	0
11000	2000	1	3000	7	NA	255511	200	200.000000005	200	200.00000001
11000	2000	1	NA	NA	NA	255512	0	0	0	0
11000	2000	1	NA	NA	NA	255513	0	0	0	0
11000	2000	1	NA	NA	NA	255514	0	0	0	0
11000	2000	1	5000	7	NA	255515	100	100.000000005	100	100.00000001
11000	2000	1	5000	7	NA	255521	200	200.000000005	200	200.00000001
11000	2000	1	NA	NA	NA	255522	0	0	0	0
11000	2000	1	NA	NA	NA	255523	0	0	0	0
11000	2000	1	5000	16	NA	255524	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	255525	0	0	0	0
11000	2000	1	NA	NA	NA	255531	0	0	0	0
11000	2000	1	NA	NA	NA	255532	0	0	0	0
11000	2000	1	5000	79	NA	255533	300	300.000000005	300	300.00000001
11000	2000	1	NA	NA	NA	255534	0	0	0	0
11000	2000	1	5000	7	NA	255535	100	100.000000005	100	100.00000001
11000	2000	1	5000	7	NA	255541	100	100.000000005	100	100.00000001
11000	2000	1	5000	7	NA	255542	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	255543	0	0	0	0
11000	2000	1	NA	NA	NA	255544	0	0	0	0
11000	2000	1	NA	NA	NA	255545	0	0	0	0
11000	2000	1	NA	NA	NA	255551	0	0	0	0
11000	2000	1	NA	NA	NA	255552	0	0	0	0
11000	2000	1	NA	NA	NA	255553	0	0	0	0
11000	2000	1	NA	NA	NA	255554	0	0	0	0
11000	2000	1	NA	NA	NA	255555	0	0	0	0
11000	2000	1	5000	7	NA	256011	200	200.000000005	200	200.00000001
11000	2000	1	NA	NA	NA	256012	0	0	0	0
11000	2000	1	5000	7	NA	256013	100	100.000000005	100	100.00000001
11000	2000	1	5000	7	NA	256014	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	256015	0	0	0	0
11000	2000	1	5000	7	NA	256021	100	100.000000005	100	100.00000001
11000	2000	1	5000	7	NA	256022	300	300.000000005	300	300.00000001
11000	2000	1	5000	16	NA	256022	100	100.000000005	100	100.00000001
11000	2000	1	5000	7	NA	256023	1800	1800.000000005	1800	1800.00000001
11000	2000	1	5000	7	NA	256024	600	600.000000005	600	600.00000001
11000	2000	1	NA	NA	NA	256025	0	0	0	0
11000	2000	1	NA	NA	NA	256031	0	0	0	0
11000	2000	1	NA	NA	NA	256032	0	0	0	0
11000	2000	1	5000	7	NA	256033	200	200.000000005	200	200.00000001
11000	2000	1	5000	7	NA	256034	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	256035	0	0	0	0
11000	2000	1	NA	NA	NA	256041	0	0	0	0
11000	2000	1	NA	NA	NA	256042	0	0	0	0
11000	2000	1	5000	7	NA	256043	700	700.000000005	700	700.00000001
11000	2000	1	5000	7	NA	256044	200	200.000000005	200	200.00000001
11000	2000	1	5000	7	NA	256045	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	256051	0	0	0	0
11000	2000	1	NA	NA	NA	256052	0	0	0	0
11000	2000	1	NA	NA	NA	256053	0	0	0	0
11000	2000	1	NA	NA	NA	256054	0	0	0	0
11000	2000	1	5000	7	NA	256055	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	256511	0	0	0	0
11000	2000	1	NA	NA	NA	256512	0	0	0	0
11000	2000	1	5000	7	NA	256513	200	200.000000005	200	200.00000001
11000	2000	1	4000	7	NA	256514	100	100.000000005	100	100.00000001
11000	2000	1	4000	7	NA	256515	400	400.000000005	400	400.00000001
11000	2000	1	NA	NA	NA	256521	0	0	0	0
11000	2000	1	NA	NA	NA	256522	0	0	0	0
11000	2000	1	NA	NA	NA	256523	0	0	0	0
11000	2000	1	5000	7	NA	256524	200	200.000000005	200	200.00000001
11000	2000	1	NA	NA	NA	256525	0	0	0	0
11000	2000	1	5000	7	NA	256531	300	300.000000005	300	300.00000001
11000	2000	1	NA	NA	NA	256532	0	0	0	0
11000	2000	1	NA	NA	NA	256533	0	0	0	0
11000	2000	1	5000	71	NA	256534	100	100.000000005	100	100.00000001
11000	2000	1	NA	NA	NA	256535	0	0	0	0
11000	2000	1	5000	7	NA	256541	200	200.000000005	200	200.00000001
11000	2000	1	5000	7	NA	256542	200	200.000000005	200	200.00000001
11000	2000	1	5000	7	NA	256543	100	100.000000005	100	100.00000001
11000	2000	1	5000	7	NA	256544	100	100.000000005	100	100.00000001
11000	2000	1	4000	7	NA	256545	500	500.000000005	500	500.00000001
11000	2000	1	4000	7	NA	256551	200	200.000000005	200	200.00000001
11000	2000	1	NA	NA	NA	256552	0	0	0	0
11000	2000	1	NA	NA	NA	256553	0	0	0	0
11000	2000	1	NA	NA	NA	256554	0	0	0	0
11000	2000	1	4000	7	NA	256555	1400	1400.000000005	1400	1400.00000001
11000	2000	1	4000	7	NA	257011	200	200.000000005	200	200.00000001
11000	2000	1	4000	7	NA	257012	1800	1800.000000005	1800	1800.00000001
11000	2000	1	4000	7	NA	257013	1800	1800.000000005	1800	1800.00000001
11000	2000	1	4000	7	NA	257014	100	100.000000005	100	100.00000001
11000	2000	1	4000	7	NA	257015	100	100.000000005	100	100.00000001
